AccSpeciesName,TraitID,TraitName,OriglName,OrigValueStr,OrigUncertaintyStr,StdValue,UnitName,ErrorRisk,Reference,Comment
Acer rubrum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",SLA,95.24,NA,9.524,mm2 mg-1,3.2808,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",mm2/mg
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),6,NA,6,m,1.3268,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.2375,NA,237.5,mg,0.6784,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),55.77,NA,5577,mm2,0.6244,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",LMA,104.9979,NA,9.524,mm2 mg-1,3.0713,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",g/m2
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),0.3555,NA,355.5,mg,0.6316,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),77.03,NA,7703,mm2,1.858,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",SLA,91.88,NA,9.188,mm2 mg-1,1.4033,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",mm2/mg
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),1.6483,NA,1648.3,mg,2.2423,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),230.71,NA,23071,mm2,3.5238,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Quercus laurifolia,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",LMA,108.83761,NA,9.188,mm2 mg-1,2.3039,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",g/m2
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),0.9699,NA,969.9,mg,1.3408,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),147.2,NA,14720,mm2,2.8414,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
,,,,,,,,,,
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),0.4734,NA,473.4,mg,0.77,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),98.51,NA,9851,mm2,2.2315,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
,,,,,,,,,,
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),0.4989,NA,498.9,mg,0.7953,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),97.59,NA,9759,mm2,2.2172,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
,,,,,,,,,,
Quercus michauxii,3106,Plant height vegetative,Height_(m),4.5,NA,4.5,m,1.915,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Quercus michauxii,55,Leaf dry mass (single leaf),Leaf Mass (g),1.2985,NA,1298.5,mg,1.8031,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Quercus michauxii,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),248.93,NA,24893,mm2,3.6392,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
,,,,,,,,,,
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),4,NA,4,m,1.9701,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1129,NA,112.9,mg,2.0478,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),29.23,NA,2923,mm2,1.8873,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
,,,,,,,,,,
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),4,NA,4,m,1.9701,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1398,NA,139.8,mg,1.6543,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),35.84,NA,3584,mm2,1.3847,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,14,Leaf nitrogen (N) content per leaf dry mass,Leaf %N,2.05,NA,20.5,mg/g,0.8725,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",% dry mass
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),4,NA,4,m,1.9701,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.3586,NA,358.6,mg,0.6358,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),74.84,NA,7484,mm2,0.7548,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,14,Leaf nitrogen (N) content per leaf dry mass,Leaf %N,1.69667,NA,16.96667,mg/g,0.8174,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",% dry mass
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),4,NA,4,m,1.9701,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1797,NA,179.7,mg,1.192,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
Liquidambar styraciflua,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",Leaf Area (cm^2),37.27,NA,3727,mm2,1.2882,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Area (cm^2), measured with a Licor leaf area meter with petiole removed, measured on pressed leaves, dried at room temperature."
Acer rubrum,14,Leaf nitrogen (N) content per leaf dry mass,Leaf %N,1.565,NA,15.65,mg/g,1.1711,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",% dry mass
Liquidambar styraciflua,3106,Plant height vegetative,Height_(m),4,NA,4,m,1.9701,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.",Height of the plant (m)
Liquidambar styraciflua,55,Leaf dry mass (single leaf),Leaf Mass (g),0.1562,NA,156.2,mg,1.45,"Cavender-Bares, J., A. Keen, and B. Miles. 2006. Phylogenetic structure of floridian plant communities depends on taxonomic and spatial scale. Ecology 87:S109-S122.","Leaf Mass (g), dry leaf mass, measured on pressed leaves, dried at room temperature."
